"Example","Chapter","Book Section","Output Type","Book Value","Package Value","Difference","Status","Diagnosis","Action Taken"
"Exam9.2",9,"9.4.1","a:b p","0.007","0.007533","0.000533","EXACT","Kenward-Roger implementation differs slightly between lmerTest and SAS GLIMMIX; retained exact/approx classification by tolerance.","Fitted lmerTest::lmer and extracted Kenward-Roger ANOVA."
"Exam9.2",9,"9.4.1","a1 b1 LSMean","21.2455","21.245545","4.5e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a1 b1 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a1 b2 LSMean","30.4307","30.430755","5.5e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a1 b2 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a1 b3 LSMean","28.1994","28.199342","5.8e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a1 b3 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a2 b1 LSMean","22.2115","22.211531","3.1e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a2 b1 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a2 b2 LSMean","28.4077","28.407723","2.3e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a2 b2 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a2 b3 LSMean","26.9061","26.906067","3.3e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a2 b3 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a3 b1 LSMean","21.1293","21.129339","3.9e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a3 b1 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a3 b2 LSMean","18.4717","18.471693","7e-06","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a3 b2 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a3 b3 LSMean","18.5231","18.523004","9.6e-05","EXACT","Matches printed incomplete strip-plot LSMean.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a3 b3 LSMean SE","2.1866","2.182805","0.003795","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted emmeans::emmeans(fit, ~ a * b)."
"Exam9.2",9,"9.4.1","a1 b1 - b2 diff","-9.1852","-9.18521","1e-05","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b1 - b2 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b1 - b2 diff p","0.0019","0.001737","0.000163","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b1 - b3 diff","-6.9539","-6.953797","0.000103","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b1 - b3 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b1 - b3 diff p","0.0112","0.010758","0.000442","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b2 - b3 diff","2.2313","2.231413","0.000113","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b2 - b3 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a1 b2 - b3 diff p","0.3585","0.35684","0.00166","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b1 - b2 diff","-6.1962","-6.196191","9e-06","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b1 - b2 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b1 - b2 diff p","0.0206","0.019983","0.000617","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b1 - b3 diff","-4.6946","-4.694536","6.4e-05","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b1 - b3 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b1 - b3 diff p","0.067","0.065767","0.001233","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b2 - b3 diff","1.5016","1.501655","5.5e-05","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b2 - b3 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a2 b2 - b3 diff p","0.5328","0.531437","0.001363","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b1 - b2 diff","2.6577","2.657646","5.4e-05","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b1 - b2 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b1 - b2 diff p","0.2775","0.27576","0.00174","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b1 - b3 diff","2.6063","2.606335","3.5e-05","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b1 - b3 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b1 - b3 diff p","0.2865","0.284713","0.001787","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b2 - b3 diff","-0.05138","-0.051311","6.9e-05","EXACT","Matches printed incomplete strip-plot simple-effect comparison.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b2 - b3 diff SE","2.3411","2.335117","0.005983","EXACT","Small SE difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.2",9,"9.4.1","a3 b2 - b3 diff p","0.9828","0.982805","5e-06","EXACT","Small p-value difference is attributable to lmerTest/SAS Kenward-Roger implementation details.","Extracted pairwise emmeans contrasts for b within a."
"Exam9.3",9,"9.4.1","Step 1 a F","19.14","19.137392","0.002608","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a p","9e-04","0.000905","5e-06","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a*a F","10.33","10.327207","0.002793","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a*a p","0.0488","0.048822","2.2e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 b F","21.45","21.445759","0.004241","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 b p","6e-04","0.000579","2.1e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a*b F","0.76","0.756899","0.003101","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a*b p","0.4014","0.401369","3.1e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 b*b F","16.81","16.808401","0.001599","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 b*b p","0.0263","0.026254","4.6e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 c F","2.01","2.011681","0.001681","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 c p","0.1815","0.181537","3.7e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a*c F","1.03","1.030223","0.000223","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 a*c p","0.3301","0.330135","3.5e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 b*c F","5.05","5.051248","0.001248","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 b*c p","0.0442","0.044196","4e-06","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 c*c F","0.7","0.698359","0.001641","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 c*c p","0.4647","0.464663","3.7e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 aa*bb*cc F","0.22","0.224461","0.004461","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 1 aa*bb*cc p","0.8776","0.877562","3.8e-05","EXACT","Matches printed Type I lack-of-fit sequence after using explicit transformed terms to preserve SAS effect order.","Fitted lmerTest model with explicit a2, b2, c2, ab, ac, and bc columns."
"Exam9.3",9,"9.4.1","Step 2 a F","22.65","22.650691","0.000691","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a p","3e-04","0.000253","4.7e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a*a F","10.33","10.327207","0.002793","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a*a p","0.0488","0.048822","2.2e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 b F","25.38","25.382834","0.002834","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 b p","1e-04","0.000147","4.7e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a*b F","0.9","0.895853","0.004147","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a*b p","0.3589","0.358895","5e-06","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 b*b F","16.81","16.808401","0.001599","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 b*b p","0.0263","0.026254","4.6e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 c F","2.38","2.380991","0.000991","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 c p","0.1437","0.143651","4.9e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a*c F","1.22","1.219355","0.000645","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 a*c p","0.2869","0.286887","1.3e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 b*c F","5.98","5.978571","0.001429","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 b*c p","0.0273","0.027302","2e-06","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 c*c F","0.7","0.698359","0.001641","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 2 c*c p","0.4647","0.464663","3.7e-05","EXACT","Matches printed Type I full response-surface sequence after dropping lack of fit.","Fitted lmerTest reduced model with explicit transformed terms."
"Exam9.3",9,"9.4.1","Step 3 block VC","0.6776","0.677572","2.8e-05","EXACT","Matches printed reduced response-surface covariance parameter estimate.","Fitted lmerTest reduced response-surface model."
"Exam9.3",9,"9.4.1","Step 3 residual variance","1.8206","1.820588","1.2e-05","EXACT","Matches printed reduced response-surface covariance parameter estimate.","Fitted lmerTest reduced response-surface model."
"Exam9.3",9,"9.4.1","Step 3 Intercept coefficient","50.085","50.085","0","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 Intercept coefficient SE","0.8244","0.824398","2e-06","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 a coefficient","1.6","1.6","0","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 a coefficient SE","0.3373","0.337323","2.3e-05","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 a*a coefficient","-3.3025","-3.3025","0","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 a*a coefficient SE","0.8244","0.824398","2e-06","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 b coefficient","1.6938","1.69375","5e-05","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 b coefficient SE","0.3373","0.337323","2.3e-05","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 b*b coefficient","-3.515","-3.515","0","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 b*b coefficient SE","0.8244","0.824398","2e-06","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 c coefficient","0.5188","0.51875","5e-05","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 c coefficient SE","0.3373","0.337323","2.3e-05","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 b*c coefficient","-1.1625","-1.1625","0","EXACT","Matches printed reduced response-surface fixed-effect solution.","Extracted lmerTest coefficient table."
"Exam9.3",9,"9.4.1","Step 3 b*c coefficient SE","0.477","0.477047","4.7e-05","EXACT","Matches printed reduced response-surface fixed-effect standard error.","Extracted lmerTest coefficient table."
"Exam9.4",9,"9.5.1","Bounded Intercept Block VC","3.6346","3.634552","4.8e-05","EXACT","Matches the printed bounded variance-component fit where lme4 constrains variance components to be nonnegative.","Fitted lmerTest model corresponding to the bounded GLIMMIX fit."
"Exam9.4",9,"9.5.1","Bounded a Block VC","0","0","0","EXACT","Matches the printed bounded variance-component fit where lme4 constrains variance components to be nonnegative.","Fitted lmerTest model corresponding to the bounded GLIMMIX fit."
"Exam9.4",9,"9.5.1","Bounded b Block VC","8.2437","8.243673","2.7e-05","EXACT","Matches the printed bounded variance-component fit where lme4 constrains variance components to be nonnegative.","Fitted lmerTest model corresponding to the bounded GLIMMIX fit."
"Exam9.4",9,"9.5.1","Bounded residual variance","10.2151","10.215148","4.8e-05","EXACT","Matches the printed bounded variance-component fit where lme4 constrains variance components to be nonnegative.","Fitted lmerTest model corresponding to the bounded GLIMMIX fit."
"Exam9.4",9,"9.5.1","Bounded a p","0.0247","0.056371","0.031671","APPROX","R/SAS Kenward-Roger difference under a boundary variance component; retained mismatch where it exceeds tolerance.","Fitted bounded lmerTest model; lme4 cannot reproduce SAS NOBOUND negative variance fits."
"Exam9.4",9,"9.5.1","Bounded b p","8e-04","0.00077","3e-05","EXACT","R/SAS Kenward-Roger difference under a boundary variance component; retained mismatch where it exceeds tolerance.","Fitted bounded lmerTest model; lme4 cannot reproduce SAS NOBOUND negative variance fits."
"Exam9.4",9,"9.5.1","Bounded a:b p","0.0235","0.061988","0.038488","APPROX","R/SAS Kenward-Roger difference under a boundary variance component; retained mismatch where it exceeds tolerance.","Fitted bounded lmerTest model; lme4 cannot reproduce SAS NOBOUND negative variance fits."
"Exam10.1",10,"10.2.1","A random-effect VC","5.5114","5.511402","2e-06","EXACT","Matches printed one-way random-effects variance component.","Fitted lmerTest::lmer(y ~ 1 + (1 | a))."
"Exam10.1",10,"10.2.1","Residual variance","1.5308","1.530833","3.3e-05","EXACT","Matches printed one-way random-effects residual variance.","Fitted lmerTest::lmer(y ~ 1 + (1 | a))."
"Exam10.1",10,"10.2.1","Overall mean random-effects estimate","15.9","15.9","0","EXACT","Matches printed random-effects broad-inference overall mean.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.1",10,"10.2.1","Overall mean random-effects SE","0.7232","0.723235","3.5e-05","EXACT","Matches printed random-effects broad-inference overall mean standard error.","Extracted emmeans::emmeans(fit, ~ 1)."
"Exam10.1",10,"10.2.1","Overall mean fixed-effects estimate","15.9","15.9","0","EXACT","Matches printed fixed-effects narrow-inference overall mean.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.1",10,"10.2.1","Overall mean fixed-effects SE","0.2526","0.252556","4.4e-05","EXACT","Matches printed fixed-effects narrow-inference overall mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ 1)."
"Exam10.1",10,"10.2.1","Table 10.1 a1 fixed mean","16.15","16.15","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a1 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a1 BLUP","16.1195","16.119514","1.4e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a2 fixed mean","17.35","17.35","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a2 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a2 BLUP","17.1732","17.173182","1.8e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a3 fixed mean","12.15","12.15","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a3 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a3 BLUP","12.6073","12.607288","1.2e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a4 fixed mean","16.35","16.35","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a4 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a4 BLUP","16.2951","16.295125","2.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a5 fixed mean","14.4","14.4","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a5 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a5 BLUP","14.5829","14.582915","1.5e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a6 fixed mean","17.85","17.85","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a6 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a6 BLUP","17.6122","17.61221","1e-05","EXACT","Matches Table 10.1 one-way random-effect BLUP.","Extracted lme4::ranef and added the fixed intercept."
"Exam10.1",10,"10.2.1","Table 10.1 a7 fixed mean","20.05","20.05","0","EXACT","Matches Table 10.1 fixed-effect treatment mean.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
"Exam10.1",10,"10.2.1","Table 10.1 a7 fixed mean SE","0.87488","0.874881","1e-06","EXACT","Matches Table 10.1 fixed-effect treatment mean standard error.","Extracted emmeans::emmeans(fixed_fit, ~ a)."
